ID	Title	URL	Topic	Year	Instructor	Venue
518	Automatic Differentiation	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec06.pdf	1320	2019	Roger Grosse	University of Toronto
519	Optimization	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec07.pdf	1320	2019	Roger Grosse	University of Toronto
520	Convolutional Networks	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec09.pdf	1193	2019	Roger Grosse	University of Toronto
521	Image Classification	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec10.pdf	1182	2019	Roger Grosse	University of Toronto
522	Optimizing the Input	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec11.pdf	1182	2019	Roger Grosse	University of Toronto
523	Generalization	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec12.pdf	9999	2019	Roger Grosse	University of Toronto
524	Recurrent Neural Nets	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec13.pdf	1190	2019	Roger Grosse	University of Toronto
525	Exploding and Vanishing Gradients	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec14.pdf	1182	2019	Roger Grosse	University of Toronto
526	Autoregressive and Reversible Models	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec15.pdf	9999	2019	Roger Grosse	University of Toronto
527	Attention	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec16.pdf	1194	2019	Roger Grosse	University of Toronto
528	Variational Autoencoders	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec17.pdf	1182	2019	Roger Grosse	University of Toronto
529	GANs	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec18.pdf	1066	2019	Roger Grosse	University of Toronto
530	Bayesian Neural Nets	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec19.pdf	1330	2019	Roger Grosse	University of Toronto
531	Policy Gradient	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec20.pdf	1336	2019	Roger Grosse	University of Toronto
532	Q-Learning	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec21.pdf	1336	2019	Roger Grosse	University of Toronto
533	Go	http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/slides/lec22.pdf	1083	2019	Roger Grosse	University of Toronto
534	Optimization for ML	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture7-opt.pdf	1320	2016	Matt Gormley	Carnegie Mellon University
535	Support vector machines (SVMs)	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture12-svm.pdf	1038	2016	Matt Gormley	Carnegie Mellon University
536	Backpropagation	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture20-backprop.pdf	1181	2016	Matt Gormley	Carnegie Mellon University
537	Learning Theory	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture13-theory.pdf	1568	2016	Matt Gormley	Carnegie Mellon University
538	Gaussian Naive Bayes	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture6-gnb.pdf	1155	2016	Matt Gormley	Carnegie Mellon University
539	The Probabilistic Approach to Learning from Data	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture4-prob.pdf	1059	2016	Matt Gormley	Carnegie Mellon University
540	Machine Learning in Practice + k-Nearest Neighbors	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture2-knn.pdf	1168	2016	Matt Gormley	Carnegie Mellon University
541	Perceptron and Kernels	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture11-kernels.pdf	1337	2016	Matt Gormley	Carnegie Mellon University
542	Overview	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture1-overview.pdf	1580	2016	Matt Gormley	Carnegie Mellon University
543	CNNs	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture21-cnn.pdf	1193	2016	Matt Gormley	Carnegie Mellon University
544	Logistic Regression, Nonlinear Features, Regularization	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture9-logreg.pdf	1158	2016	Matt Gormley	Carnegie Mellon University
545	K-Means and GMMs	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture16-gmm.pdf	1167	2016	Matt Gormley	Carnegie Mellon University
546	Linear Regression	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture8-linreg.pdf	1057	2016	Matt Gormley	Carnegie Mellon University
547	k-Nearest Neighbors	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture3-exp.pdf	1153	2016	Matt Gormley	Carnegie Mellon University
548	Clustering(K-Means)	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture15-cluster.pdf	1167	2016	Matt Gormley	Carnegie Mellon University
549	Midterm	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture14-midterm.pdf	1580	2016	Matt Gormley	Carnegie Mellon University
550	PCA and Neural Networks	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture18-pca.pdf	1181	2016	Matt Gormley	Carnegie Mellon University
551	Bayesian Networks	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture22-bayesnet1.pdf	1330	2016	Matt Gormley	Carnegie Mellon University
552	Neural Networks and Backpropagation	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture19-nn.pdf	1182	2016	Matt Gormley	Carnegie Mellon University
553	EM and PCA	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture17-em.pdf	1189	2016	Matt Gormley	Carnegie Mellon University
554	MLE/MAP and Naïve Bayes	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture5-nb.pdf	1330	2016	Matt Gormley	Carnegie Mellon University
555	Regularization and Perceptron	http://www.cs.cmu.edu/~mgormley/courses/10601-s17/slides/lecture10-perc.pdf	1337	2016	Matt Gormley	Carnegie Mellon University
556	Naive Bayes	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/03_MLE_MAP_NBayes-1-21-2015_ann.pdf	1004	2015s	Tom M. Mitchell	Carnegie Mellon University
557	Machine Learning and Differential Privacy	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/26_privacy_4-22-2015.pdf	9999	2015s	Maria-Florina Balcan	Carnegie Mellon University
558	Support Vector Machines (SVMs)	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/18_svm-ssl_03-25-2015.pdf	1038	2015s	Maria-Florina Balcan	Carnegie Mellon University
559	Reinforcement Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/25_rl_4-20-2015.pdf	1336	2015s	Maria-Florina Balcan	Carnegie Mellon University
560	Sample Complexity for Function Approximation and Model Selection	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/10_Theory3_2-16-2015.pdf	9999	2015s	Tom M. Mitchell	Carnegie Mellon University
561	Bayesian Network	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/12_GrMod1_2-23-2015-ann.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
562	PCA, Kernel PCA, ICA Learning Representations. Dimensionality Reduction.	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/22_pca-04-09-2015.pdf	1026	2015s	Maria-Florina Balcan	Carnegie Mellon University
563	Boosting Approach to ML Perceptron, Margins, Kernels	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/16_boosting-percepton-margins_03-18-2015.pdf	1569	2015s	Maria-Florina Balcan	Carnegie Mellon University
564	Graphical models and Bayes Nets	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/13_GrMod3_2-25-2015-ann.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
565	Bayes Rule and Estimating parameters	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/03_MLE_MAP_NBayes-1-21-2015.pdf	1060	2015s	Tom M. Mitchell	Carnegie Mellon University
566	The Boosting Approach to Machine Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/15_boosting_3-16-2015.pdf	1066	2015s	Maria-Florina Balcan	Carnegie Mellon University
567	Bias, Variance and Error	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/11_GrMod1_2-18-2015-ann.pdf	1066	2015s	Tom M. Mitchell	Carnegie Mellon University
568	Semi-Supervised Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/19_ssl_03-30-2015.pdf	1203	2015s	Maria-Florina Balcan	Carnegie Mellon University
569	Math Review and Decision Trees	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/r01_math_decision_trees.pdf	1153	2015s	Maria-Florina Balcan	Carnegie Mellon University
570	Graphical models and Bayes Nets	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/11_GrMod1_2-18-2015.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
571	Machine Learning Theory II	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/09_Theory2_2-11-2015.pdf	1066	2015s	Tom M. Mitchell	Carnegie Mellon University
572	Naive Bayes	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/05_GNB_1-28-2015.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
573	Overfitting and probability	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/02_Overfitting_ProbReview-1-14-2015_ann.pdf	1058	2015s	Tom M. Mitchell	Carnegie Mellon University
574	Never-Ending Language Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/23_nell_4-13-2015.pdf	1012	2015s	Maria-Florina Balcan	Carnegie Mellon University
575	Naive Bayes	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/04_NBayes-1-26-2015.pptx.pdf	1004	2015s	Tom M. Mitchell	Carnegie Mellon University
576	Overfitting and probability	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/02_Overfitting_ProbReview-1-14-2015.pdf	1058	2015s	Tom M. Mitchell	Carnegie Mellon University
577	Clustering. Unsupervised Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/21_clustering_4-6-2015.pdf	1041	2015s	Maria-Florina Balcan	Carnegie Mellon University
578	Logistic regression and Generative/Discriminative classifiers	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/06_GenDiscr_LR_2-2-2015.pdf	1155	2015s	Tom M. Mitchell	Carnegie Mellon University
579	Bayes Classifiers	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/04_NBayes-1-26-2015-ann.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
580	Linear regression	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/07_GenDiscr2_2-4-2015-ann.pdf	1153	2015s	Tom M. Mitchell	Carnegie Mellon University
581	Graphical models and Bayes Nets	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/14_GrMod4_3-4-2015-ann.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
582	Graphical models and Bayes Nets	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/14_GrMod4_3-4-2015.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
583	Machine Learning Theory	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/08_Theory_2-9-2015.pdf	1066	2015s	Tom M. Mitchell	Carnegie Mellon University
584	Kernels Methods in Machine Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/17_margins-kernels_03-23-2015.pdf	1157	2015s	Maria-Florina Balcan	Carnegie Mellon University
585	Active Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/20_al_4-1-2015.pdf	9999	2015s	Maria-Florina Balcan	Carnegie Mellon University
586	Impact of Deep Learning	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/26_deep_4-22-2015.pdf	1049	2015s	Maria-Florina Balcan	Carnegie Mellon University
587	Naive Bayes	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/05_GNB_1-28-2015-ann.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
588	Graphical models and Bayes Nets	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/13_GrMod3_2-25-2015.pdf	1330	2015s	Tom M. Mitchell	Carnegie Mellon University
589	10-601 Machine Learning Maria-Florina Balcan	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/perceptron-notes.pdf	1157	2015s	Maria-Florina Balcan	Carnegie Mellon University
590	Decision Trees	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/01_DTreesAndOverfitting-1-12-2015.pdf	1004	2015s	Tom M. Mitchell	Carnegie Mellon University
591	Linear regression	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/07_GenDiscr2_2-4-2015.pdf	1153	2015s	Tom M. Mitchell	Carnegie Mellon University
592	Logistic regression and Generative/Discriminative classifiers	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/06_GenDiscr_LR_2-2-2015-ann.pdf	1155	2015s	Tom M. Mitchell	Carnegie Mellon University
593	Neural Networks, Backpropagation, Recurrent Networks, Convolutional Networks, Deep Belief Networks, Deep Boltzman Machines	http://www.cs.cmu.edu/~ninamf/courses/601sp15/slides/24_nn_4-15-2015.pdf	1181	2015s	Maria-Florina Balcan	Carnegie Mellon University
594	EM Algorithm	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-10/10-LecEM.pdf	1189	2018s	Dan Roth	University of Pennsylvania
595	Lecture Introduction	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-1/01-LecIntro.pdf	1580	2018s	Dan Roth	University of Pennsylvania
596	Evaluation	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-3/03-eval.pdf	1143	2018s	Dan Roth	University of Pennsylvania
597	Lecture Introduction	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-0/00-LecIntro.pdf	1580	2018s	Dan Roth	University of Pennsylvania
598	Neural Networks	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-8/08-LecNN.pdf	1181	2018s	Dan Roth	University of Pennsylvania
599	Probability and Bayes Theorem	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-9/09-LecBayes.pdf	1059	2018s	Dan Roth	University of Pennsylvania
600	Decision Trees	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-2/02-LecDT.pdf	1004	2018s	Dan Roth	University of Pennsylvania
601	Perceptron	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-4/04-LecOnLine.pdf	1157	2018s	Dan Roth	University of Pennsylvania
602	Support Vector Machines	http://www.seas.upenn.edu/~cis519/spring2018/assets/lectures/lecture-6/06-LecSVM.pdf	1038	2018s	Dan Roth	University of Pennsylvania
603	RNN and Memory	https://github.com/joanbruna/stat212b/blob/master/lec13.pdf	1190	2016s	Joan Bruna	GitHub
604	Classification with Scattering	https://github.com/joanbruna/stat212b/blob/master/lec6.pdf	1037	2016s	Joan Bruna	GitHub
605	Introduction	https://github.com/joanbruna/stat212b/blob/master/lec1.pdf	1580	2016s	Joan Bruna	GitHub
606	Seperable Scattering Operators	https://github.com/joanbruna/stat212b/blob/master/lec5.pdf	1004	2016s	Joan Bruna	GitHub
607	CNN and near-diagonalisation	https://github.com/joanbruna/stat212b/blob/master/lec7.pdf	1193	2016s	Joan Bruna	GitHub
608	Sequence Structured Prediction	https://github.com/joanbruna/stat212b/blob/master/lec14.pdf	1086	2016s	Joan Bruna	GitHub
609	Latent Graphical Models	https://github.com/joanbruna/stat212b/blob/master/lec16.pdf	1321	2016s	Joan Bruna	GitHub
610	Embeddings, Extensions to Non-Euclidean Domains, Representations of Stationary Processes	https://github.com/joanbruna/stat212b/blob/master/lec10.pdf	1049	2016s	Joan Bruna	GitHub
611	Gibbs models	https://github.com/joanbruna/stat212b/blob/master/lec18.pdf	1087	2016s	Joan Bruna	GitHub
612	GAN, MCMC, Self-Supervised Learning	https://github.com/joanbruna/stat212b/blob/master/lec17.pdf	1066	2016s	Joan Bruna	GitHub
613	Discrete Neural Turing Machines	https://github.com/joanbruna/stat212b/blob/master/lec11_guest_wojciechzaremba.pdf	1066	2016s	Joan Bruna	GitHub
614	Representation of Stationary Process	https://github.com/joanbruna/stat212b/blob/master/lec12.pdf	1181	2016s	Joan Bruna	GitHub
615	Transformation Groups	https://github.com/joanbruna/stat212b/blob/master/lec3.pdf	1163	2016s	Joan Bruna	GitHub
616	Random Forests	https://github.com/joanbruna/stat212b/blob/master/lec9.pdf	1004	2016s	Joan Bruna	GitHub
617	Local invariants and convolution	https://github.com/joanbruna/stat212b/blob/master/lec4.pdf	1163	2016s	Joan Bruna	GitHub
618	Auto encoders	https://github.com/joanbruna/stat212b/blob/master/lec15.pdf	1070	2016s	Joan Bruna	GitHub
619	Selection Models	https://github.com/joanbruna/stat212b/blob/master/lec8.pdf	1536	2016s	Joan Bruna	GitHub
620	Classification, kernels and metrics	https://github.com/joanbruna/stat212b/blob/master/lec2.pdf	1153	2016s	Joan Bruna	GitHub
621	Information Retrieval 3	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-3.pdf	1042	2013f	David Smith	Northeastern University
622	Information Retrieval 1	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-1.pdf	1042	2013f	David Smith	Northeastern University
623	Information Retrieval 8	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-8.pdf	1042	2013f	David Smith	Northeastern University
624	Information Retrieval 4	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-4.pdf	1042	2013f	David Smith	Northeastern University
625	Information Retrieval 5	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-5.pdf	1042	2013f	David Smith	Northeastern University
626	Information Retrieval 7	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-7.pdf	1042	2013f	David Smith	Northeastern University
627	Information Retrieval 6	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-6.pdf	1042	2013f	David Smith	Northeastern University
628	Information Retrieval 2	https://course.ccs.neu.edu/cs6200f13/cs6200-f13-2.pdf	1042	2013f	David Smith	Northeastern University
629	Experiences with MapReduce, an Abstraction for Large-Scale Computation	http://web.stanford.edu/class/cs276/handouts/mapreduce-pact06-keynote.pdf	1303	2017	Christopher Manning	Stanford University
630	Hypertext and Link Analysis	http://web.stanford.edu/class/cs276/handouts/lecture17-linkanalysis-six-per-page.pdf	1005	2017	Christopher Manning	Stanford University
631	Efficient Scoring	http://web.stanford.edu/class/cs276/handouts/lecture10-efficient-scoring-six-per-page.pdf	1005	2017	Christopher Manning	Stanford University
632	Introducing Information Retrieval and Web Search	http://web.stanford.edu/class/cs276/handouts/lecture1-intro-handout-1-per.pdf	1169	2017	Christopher Manning	Stanford University
633	Distributed representations	http://web.stanford.edu/class/cs276/handouts/lecture20-distributed-representations-6up.pdf	1186	2017	Christopher Manning	Stanford University
634	Tolerant Retrieval	http://web.stanford.edu/class/cs276/handouts/lecture3-tolerant-retrieval-handout-6-per.pdf	1042	2017	Christopher Manning	Stanford University
635	Text Classification 1	http://web.stanford.edu/class/cs276/handouts/lecture12-textcat.pdf	1039	2017	Christopher Manning	Stanford University
636	Ranking Principle	http://web.stanford.edu/class/cs276/handouts/lecture11-probir-6up.pdf	1042	2017	Christopher Manning	Stanford University
637	Compression	http://web.stanford.edu/class/cs276/handouts/lecture5-compression-handout-6-per.pdf	1042	2017	Christopher Manning	Stanford University
638	Hypertext and Link Analysis	http://web.stanford.edu/class/cs276/handouts/lecture17-linkanalysis-one-per-page.pdf	1005	2017	Christopher Manning	Stanford University
639	Evaluation	http://web.stanford.edu/class/cs276/handouts/lecture8-evaluation_2014-one-per-page.pdf	1042	2017	Christopher Manning	Stanford University
640	Document Ingestion,Tokenization, Stemming and Lemmatization	http://web.stanford.edu/class/cs276/handouts/lecture2-dictionary-handout-1-per.pdf	1042	2017	Christopher Manning	Stanford University
